	CHEM_ID	LIB_ID	COMP_ID	CHRO_LIB_ENTRY_ID	SUPER_PATHWAY	SUB_PATHWAY	PATHWAY_SORTORDER	TYPE	INCHIKEY	SMILES	CHEMICAL_NAME	PLOT_NAME	LIPID SPECIES LEVEL	LIPID MOLECULAR SPECIES LEVEL	LIPID SN POSITION LEVEL	CAS	CHEMSPIDER	HMDB	KEGG	PUBCHEM	PLATFORM	kg_ids_groundtruth
653	100006726	209	52608	166573	Lipid	Endocannabinoid	2228.0	NAMED	KQXDGUVSAAQARU-HZJYTTRNSA-N	CCCCC/C=C\C/C=C\CCCCCCCC(NCCO)=O	linoleoyl ethanolamide (18:2)	linoleoyl ethanolamide (18:2)				68171-52-8	4446566	HMDB0012252		5283446	Neg	['CHEBI:64032']
654	100008928	305	52281	164309	Amino Acid	Glutathione Metabolism	593.0	NAMED	AFENDNXGAFYKQO-UHFFFAOYSA-N	CCC(O)C(O)=O	2-hydroxybutyrate/2-hydroxyisobutyrate	2-hydroxybutyrate/2-hydroxyisobutyrate						HMDB0000729,HMDB00008	C21297,C05984	440864,4277439	Polar	['CHEBI:50129', 'CHEBI:1148', 'CHEBI:19641']
655	100008929	209	52282	164310	Energy	TCA Cycle	1501.0	NAMED	YNOXCRMFGMSKIJ-UHFFFAOYSA-N	CC(C(O)=O)C(C(O)=O)(O)CC(O)=O	2-methylcitrate/homocitrate	2-methylcitrate/homocitrate						HMDB0003518,HMDB0000379	C01251	439459,515	Neg	['CHEBI:52222', 'CHEBI:30836']
656	100008930	209	52285	164313	Lipid	Long Chain Monounsaturated Fatty Acid	1579.0	NAMED	ZQPPMHVWECSIRJ-KTKRTIGZSA-N	OC(CCCCCCC/C=C\CCCCCCCC)=O	oleate/vaccenate (18:1)	oleate/vaccenate (18:1)						HMDB0003231,HMDB0000573,HMDB0240219,HMDB0000207	C21944,C08367,C01712,C00712	5282761,637517,5281127,445639	Neg	['CHEBI:50464', 'CHEBI:16196']
657	100008933	209	52938	166054	Lipid	Fatty Acid, Monohydroxy	2035.0	NAMED	POMQYTSPMKEQNB-UHFFFAOYSA-N	OC(CC(O)CCCCCCCCCCCCCCC)=O	3-hydroxystearate	3-hydroxystearate				45261-96-9	4446034	HMDB0010737		5282907	Neg	['CHEBI:145205', 'CHEBI:50578']
658	100008934	209	52916	166016	Lipid	Fatty Acid, Monohydroxy	2012.0	NAMED	YDZIJQXINJLRLL-UHFFFAOYSA-N	OC(C(O)CCCCCCCCCC)=O	2-hydroxylaurate	2-hydroxylaurate				2984-55-6	88259	HMDB0245154		97783	Neg	['CHEBI:36211']
659	100008939	400	52322	164350	Peptide	Dipeptide	1073.0	NAMED	JWBXCSQZLLIOCI-UHFFFAOYSA-N	CCC(C(N)C(NC(C(O)=O)CC(C)C)=O)C	isoleucylleucine/leucylisoleucine	isoleucylleucine/leucylisoleucine									Pos Early	['CHEBI:74072']
660	100008941	402	52960	166298	Xenobiotics	Drug - Psychoactive	6123.0	NAMED	CEUORZQYGODEFX-UHFFFAOYSA-N	ClC1=CC=CC(N2CCN(CCCCOC3=CC=C(CCC(N4)=O)C4=C3)CC2)=C1Cl	aripiprazole	aripiprazole				129722-12-9	54790	HMDB0005042	C12564	60795	Pos Late	['CHEBI:31236']
661	100008951	209	52415	164540	Peptide	Dipeptide	1074.0	NAMED	KFKWRHQBZQICHA-UHFFFAOYSA-N	CC(CC(N)C(NC(C(O)=O)CC1=CC=CC=C1)=O)C	leucylphenylalanine/isoleucylphenylalanine	leucylphenylalanine/isoleucylphenylalanine						HMDB0013243,HMDB0028914		435728,6992310	Neg	['PUBCHEM.COMPOUND:259325', 'CHEBI:73585', 'CHEBI:74075']
662	100008998	402	52473	165151	Cofactors and Vitamins	Tocopherol Metabolism	4598.0	NAMED	QUEDXNHFTDJVIY-DQCZWYHMSA-N	CC1=C(C(CC2)=CC(O)=C1C)O[C@@]2(CCC[C@@H](CCC[C@@H](CCCC(C)C)C)C)C	gamma-tocopherol/beta-tocopherol	gamma-tocopherol/beta-tocopherol						HMDB0006335,HMDB0001492	C14152,C02483		Pos Late	['CHEBI:47771', 'CHEBI:18185']
663	100009034	402	54745	207413	Xenobiotics	Drug - Respiratory	6164.0	NAMED	ZKLPARSLTMPFCP-UHFFFAOYSA-N	ClC1=CC=C(C=C1)C(C2=CC=CC=C2)N3CCN(CCOCC(O)=O)CC3	cetirizine	cetirizine				83881-51-0	2577	HMDB0005032	C07778	2678	Pos Late	['CHEBI:3561']
665	100009043	209	52915	166014	Amino Acid	Tryptophan Metabolism	329.0	NAMED	YBMPUGDWCSVZRS-UHFFFAOYSA-N	O=S(OC1=C2C(C=CN2)=CC=C1)(O)=O	7-hydroxyindole sulfate	7-hydroxyindole sulfate						HMDB0240659			Neg	['PUBCHEM.COMPOUND:156960911']
666	100009045	209	52925	166034	Peptide	Acetylated Peptides	1226.0	NAMED	PTSRBZOZSRJCKX-JTQLQIEISA-N	O=C(N[C@H](C(O)=O)CCC(O)=O)CC1=CC=CC=C1	phenylacetylglutamate	phenylacetylglutamate					9754592	HMDB0059772		11579826	Neg	['CHEBI:89860']
667	100009227	209	54885	207774	Lipid	Lysophospholipid	2771.0	NAMED	VEEHTGYBVMTAAF-RFFZIGDUSA-N	[H][C@@](CO)(O)COP(OC[C@]([H])(O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(O)=O	1-linoleoyl-GPG (18:2)*	1-linoleoyl-GPG (18:2)*	LPG 18:2	LPG 18:2	LPG 18:2/0:0			HMDB0240600			Neg	['CHEBI:156127']
668	100009232	400	53231	179281	Xenobiotics	Chemical	6469.0	NAMED	DZLNHFMRPBPULJ-VKHMYHEASA-N	O=C(O)[C@]1(NCSC1)[H]	thioproline	thioproline				34592-47-4	84120	HMDB0062164		93176	Pos Early	['CHEBI:45171']
669	100009233	402	52944	166270	Lipid	Fatty Acid Metabolism (Acyl Choline)	1989.0	NAMED	UFQZDKMTMXCDBP-UHFFFAOYSA-N	C[N+](C)(C)CCOC(CCCCCCCCCCCCCC[CH2-])=O	palmitoylcholine	palmitoylcholine					133731	HMDB0240592		151731	Pos Late	['CHEBI:133677']
670	100009246	400	53229	179277	Amino Acid	Glycine, Serine and Threonine Metabolism	16.0	NAMED	CDUUKBXTEOFITR-UHFFFAOYSA-N	OCC(N)(C)C(O)=O	2-methylserine	2-methylserine					85112		C02115	94309	Pos Early	['CHEBI:74819', 'CHEBI:134206']
671	100009259	209	52977	166130	Lipid	Primary Bile Acid Metabolism	3544.0	NAMED	BWWWIHHYPYDOJQ-ICKMJTCPSA-N	O[C@H]1CC2[C@]3(CC[C@H](CC3C[C@H](C2C4CCC([C@@]14C)[C@@H](CCC(NCC(O)=O)=O)C)O)OC5C(C(C(C(O5)C(O)=O)O)O)O)C	glycocholate glucuronide (1)	glycocholate glucuronide (1)						HMDB0002472,HMDB0341324		44263357	Neg	['CHEBI:89282']
672	100009264	209	52983	166140	Lipid	Primary Bile Acid Metabolism	3541.0	NAMED	ABFZMYIIUREPLL-ASWJIRIHSA-N	O[C@H]1[C@@]2([C@@]([H])([C@]3(CC[C@H](C[C@]3(C1)[H])O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(O)=O)O)O)O)C)CC[C@]5([C@]2(CC[C@@H]5[C@@H](CCC(NCC(O)=O)=O)C)[H])C)[H]	glycochenodeoxycholate glucuronide (1)	glycochenodeoxycholate glucuronide (1)						HMDB0002579		44263370	Neg	['CHEBI:166729']
673	100009271	400	52984	166220	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)	1966.0	NAMED	UEFRDQSMQXDWTO-UHFFFAOYSA-N	CC(O)CC(OC(C[N+](C)(C)C)CC([O-])=O)=O	(S)-3-hydroxybutyrylcarnitine	(S)-3-hydroxybutyrylcarnitine						HMDB0013127		71464477	Pos Early	['PUBCHEM.COMPOUND:156908001']
675	100009278	209	53034	166162	Lipid	Docosanoid	2112.0	NAMED	ZNEBXONKCYFJAF-BGKMTWLOSA-N	OC(CC/C=C\C/C=C\C/C=C\C=C\C(C/C=C\C/C=C\CC)O)=O	14-HDoHE/17-HDoHE	14-HDoHE/17-HDoHE						HMDB0060044,HMDB0010213		6439179,11566378	Neg	['CHEBI:72647', 'CHEBI:138640']
676	100009326	209	53243	179153	Amino Acid	Tyrosine Metabolism	244.0	NAMED	ICPYZFZFSLTYID-GOVZDWNOSA-N	O[C@H]([C@@H](O)[C@@H]1O)[C@@H](O[C@@H]1C(O)=O)OC(C=CC=C2)=C2O	catechol glucuronide	catechol glucuronide						HMDB0240490		75124209	Neg	['CHEBI:133689']
677	100009329	305	63590	222872	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	4564.0	NAMED	SKKZOYBAANIUOV-ZAFYKAAXSA-N	O[C@@H](CO)[C@@](C1=O)([H])OC(O)=C1OS(O)(=O)=O	ascorbic acid 2-sulfate	ascorbic acid 2-sulfate				52174-99-9	77998	HMDB0060649		54676864	Polar	['CHEBI:167715', 'CHEMBL.COMPOUND:CHEMBL1161233']
678	100009331	402	53260	179345	Lipid	Fatty Acid Metabolism (Acyl Choline)	1990.0	NAMED	GFSSJDJAEKYAGX-UHFFFAOYSA-N	O=C(CCCCCCC/[C-]=C/CCCCCCCC)OCC[N+](C)(C)C	oleoylcholine	oleoylcholine						HMDB0240596		59040790	Pos Late	['CHEBI:133693']
679	100009332	402	53261	179347	Lipid	Fatty Acid Metabolism (Acyl Choline)	1998.0	NAMED	XUWOVXDQNYUPNL-WYTUUNCASA-N	O=C(CCC/[C-]=C/C/C=C/C/C=C/C/C=C/CCCCC)OCC[N+](C)(C)C	arachidonoylcholine	arachidonoylcholine						HMDB0240583		122198216	Pos Late	['CHEBI:133694']
680	100009333	402	53263	179351	Lipid	Fatty Acid Metabolism (Acyl Choline)	1997.0	NAMED	OKLWSURGMYZXCS-GUTOPQIJSA-N	O=C(CC/C=[C-]/C/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CC)OCC[N+](C)(C)C	docosahexaenoylcholine	docosahexaenoylcholine						HMDB0240647			Pos Late	['PUBCHEM.COMPOUND:9823108']
681	100009335	402	53262	179349	Lipid	Fatty Acid Metabolism (Acyl Choline)	1993.0	NAMED	FRBBZHFNTVMXIH-OKLKQMLOSA-N	O=C(CCCCCC/C=[C-]/C/C=C/C/C=C/CCCCC)OCC[N+](C)(C)C	dihomo-linolenoyl-choline	dihomo-linolenoyl-choline						HMDB0240646			Pos Late	['PUBCHEM.COMPOUND:156960908']
682	100009337	305	53254	179431	Xenobiotics	Food Component/Plant	5422.0	NAMED	SNVAIAITQIIEMQ-DUXPYHPUSA-N	OS(OC1=CC=C(C=C1O)/C=C/C(O)=O)(=O)=O	caffeic acid sulfate	caffeic acid sulfate					30777608	HMDB0041708		21668705	Polar	['CHEBI:176485']
683	100009390	400	54762	207493	Xenobiotics	Drug - Neurological	6060.0	NAMED	PYZRQGJRPPTADH-UHFFFAOYSA-N	NC1=NN=C(C2=C(Cl)C(Cl)=CC=C2)C(N)=N1	lamotrigine	lamotrigine					3741	HMDB0014695	D00354	3878	Pos Early	['CHEBI:6367']
684	100009394	209	57652	212703	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	1612.0	NAMED	WPJGPAAPSBVXNU-HZJYTTRNSA-N	CCCCC/C=C\C/C=C\CCCCCC(O)=O	hexadecadienoate (16:2n6)	hexadecadienoate (16:2n6)				28290-73-5	13628094	HMDB0000477		13932172	Neg	['CHEBI:86147']
685	100009406	402	53223	178791	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)	1931.0	NAMED	JFAGPSOZZSTLRF-KHPPLWFESA-N	O=C(OC(CC([O-])=O)C[N+](C)(C)C)CCCCCCC/C=C\CCCCCC	palmitoleoylcarnitine (C16:1)*	palmitoleoylcarnitine (C16:1)*					28639183	HMDB0013207		71464547	Pos Late	['PUBCHEM.COMPOUND:156908005', 'CHEBI:73066']
686	100009407	400	53224	178792	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)	1960.0	NAMED	NTBUXPPQHCFLOM-UHFFFAOYSA-N	[O-]C(CC(C[N+](C)(C)C)OC(CCCCCC(O)=O)=O)=O	pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC)	pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC)						HMDB0013328			Pos Early	['CHEBI:85525', 'CHEBI:86084']
687	100009413	209	57585	212142	Xenobiotics	Chemical	6468.0	NAMED	QCXJEYYXVJIFCE-UHFFFAOYSA-N	CC(NC1=CC=C(C(O)=O)C=C1)=O	4-acetamidobenzoate	4-acetamidobenzoate				556-08-1	18177	HMDB0246328	D03836	6918889	Neg	['CHEBI:46171', 'CHEBI:63815', 'KEGG.DRUG:D03836']
688	100010834	305	54676	180875	Lipid	Fatty Acid, Dicarboxylate	1708.0	NAMED	XJMMNTGIMDZPMU-UHFFFAOYSA-N	OC(CC(CC(O)=O)C)=O	3-methylglutarate/2-methylglutarate	3-methylglutarate/2-methylglutarate						HMDB0000422,HMDB0000752		12284,12046	Polar	['CHEBI:68567', 'CHEBI:68566']
690	100010869	209	57547	212076	Amino Acid	Leucine, Isoleucine and Valine Metabolism	437.0	NAMED	AOWPAWLEXIYETE-UHFFFAOYSA-N	OC(C)(C(O)=O)C(C)O	2,3-dihydroxy-2-methylbutyrate	2,3-dihydroxy-2-methylbutyrate				14868-24-7	266858	HMDB0029576		301941	Neg	['CHEBI:173559']
691	100010896	209	57655	212709	Nucleotide	Pyrimidine Metabolism, Uracil containing	4437.0	NAMED	SXUXMRMBWZCMEN-ZOQUXTDFSA-N	CO[C@@H]1[C@@H]([C@H](O[C@H]1N2C=CC(NC2=O)=O)CO)O	2'-O-methyluridine	2'-O-methyluridine				2140-76-3	92343	HMDB0240328		102212	Neg	['CHEBI:19227']
692	100010901	400	55015	208464	Peptide	Gamma-glutamyl Amino Acid	660.0	NAMED	LNLLNTMHVMIMOG-YUMQZZPRSA-N	O=C(N[C@@H](CCCCN)C(O)=O)CC[C@H](N)C(O)=O	gamma-glutamyl-alpha-lysine	gamma-glutamyl-alpha-lysine					58747	HMDB0029154		65254	Pos Early	['CHEBI:174623']
693	100010955	209	57564	212104	Xenobiotics	Chemical	6421.0	NAMED	YFSUTJLHUFNCNZ-UHFFFAOYSA-N	O=S(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(O)=O	perfluorooctanesulfonate (PFOS)	perfluorooctanesulfonate (PFOS)				1763-23-1	67068		C18142	74483	Neg	['CHEBI:39421']
694	100010964	402	55010	208115	Lipid	Phosphatidylserine (PS)	2552.0	NAMED	LIBQKAKFGGIIDU-NVSSCHKGSA-N	O=C(CCCCCCCCCCCCCCCCC)OC[C@]([H])(COP(OC[C@](C(O)=O)([H])N)(O)=O)OC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O	1-stearoyl-2-dihomo-linolenoyl-GPS (18:0/20:3n3 or 6)*	1-stearoyl-2-dihomo-linolenoyl-GPS (18:0/20:3n3 or 6)*	PS 38:3	PS 18:0_20:3	Unknown		34449015	HMDB12382			Pos Late	['CHEBI:84512']
695	100015637	209	57663	212725	Lipid	Fatty Acid, Monohydroxy	2020.0	NAMED	RPGJJWLCCOPDAZ-UHFFFAOYSA-N	CCCCCCCCCCCCCCCCCCCCC(O)C(O)=O	2-hydroxybehenate	2-hydroxybehenate					167899	HMDB0061660		193484	Neg	['CHEBI:76980']
696	100015638	209	61698	217999	Lipid	Fatty Acid, Monohydroxy	2022.0	NAMED	UFOOFOUFKSIFCD-KTKRTIGZSA-N	OC(C(O)=O)CCCCCCCCCCCC/C=C\CCCCCCCC	2-hydroxynervonate*	2-hydroxynervonate*					4472208			5312783	Neg	['CHEBI:85341']
697	100015640	209	57659	212717	Lipid	Endocannabinoid	2244.0	NAMED	BFVRFWIQTACAPT-KRWDZBQOSA-N	O=C(CCCCCCCCCCCCCCC)N([H])[C@H](C(O)=O)CO	N-palmitoylserine	N-palmitoylserine				58725-46-5,474943-14-1	4956046	HMDB0241932		6453686	Neg	['CHEBI:165558', 'PUBCHEM.COMPOUND:85997']
698	100015641	209	57664	212727	Lipid	Endocannabinoid	2242.0	NAMED	MBDKGXAMSZIDKF-KTKRTIGZSA-N	CCCCCCCC/C=C\CCCCCCCC(NC(C(O)=O)CO)=O	N-oleoylserine	N-oleoylserine					21466990	HMDB0242185		44190514	Neg	['CHEBI:136614']
699	100015723	402	57428	211081	Lipid	Sphingosines	3232.0	NAMED	BTUSGZZCQZACPT-YYZTVXDQSA-N	OC[C@H](N)[C@H](O)/C=C/CCCCCCCCCCC	hexadecasphingosine (d16:1)*	hexadecasphingosine (d16:1)*				6982-09-8	28533427			14767871	Pos Late	['CHEBI:71052']
700	100015759	402	57464	211120	Lipid	Fatty Acid Metabolism (Acyl Choline)	1996.0	NAMED	WYVHUXGFCVDOEA-UHFFFAOYSA-N	C[N+](C)(C)C[CH-]OC(CCCCCCCCCCCCCCCCC)=O	stearoylcholine*	stearoylcholine*						HMDB0240648		90111	Pos Late	['CHEBI:191252']
701	100015760	402	57463	211119	Lipid	Fatty Acid Metabolism (Acyl Choline)	1994.0	NAMED	GVYIAXNFCSAJSK-OKLKQMLOSA-N	C[N+](C)(C)C[CH-]OC(CCCCCCC/C=C/C/C=C/CCCCC)=O	linoleoylcholine*	linoleoylcholine*						HMDB0013213		53481656	Pos Late	['CHEBI:166485']
702	100015783	400	57691	213109	Xenobiotics	Drug - Psychoactive	6118.0	NAMED	PHLBKPHSAVXXEF-UHFFFAOYSA-N	O=c1n(cccc2)c2nn1CCCN3CCN(c4cc(Cl)ccc4)CC3	trazodone	trazodone				19794-93-5	5332	HMDB0014794	C07156,D08626	5533	Pos Early	['CHEBI:9654']
703	100015785	209	57810	213739	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	1611.0	NAMED	YHGJECVSSKXFCJ-KUBAVDMBSA-N	OC(CCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O	nisinate (24:6n3)	nisinate (24:6n3)				68378-49-4	9967286	HMDB0013025		11792612	Neg	['CHEBI:77366', 'PUBCHEM.COMPOUND:54508254']
704	100015797	209	57658	212715	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	1607.0	NAMED	OQOCQFSPEWCSDO-JLNKQSITSA-N	OC(CCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O	heneicosapentaenoate (21:5n3)	heneicosapentaenoate (21:5n3)				24257-10-1	10171040	HMDB0341326		11998573	Neg	['CHEBI:165480']
706	100015832	402	57514	211215	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)	1914.0	NAMED	IUMXSSOVGPXXJL-UHFFFAOYSA-N	O=C(OC(C[N+](C)(C)C)CC([O-])=O)CCCCCCCCCCCCCCCCCCCCC	behenoylcarnitine (C22)*	behenoylcarnitine (C22)*					28639204	HMDB0062468		71464577	Pos Late	['CHEBI:73105']
707	100015833	402	57513	211214	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)	1913.0	NAMED	SVJLJQBGUITFLI-UHFFFAOYSA-N	O=C(OC(C[N+](C)(C)C)CC([O-])=O)CCCCCCCCCCCCCCCCCCC	arachidoylcarnitine (C20)*	arachidoylcarnitine (C20)*					28639199	HMDB0006460		53477833	Pos Late	['PUBCHEM.COMPOUND:53477833']
708	100015834	402	57515	211216	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)	1915.0	NAMED	YDUFZFUYBBPVLJ-UHFFFAOYSA-N	O=C(CCCCCCCCCCCCCCCCCCCCCCC)OC(C[N+](C)(C)C)CC([O-])=O	lignoceroylcarnitine (C24)*	lignoceroylcarnitine (C24)*						HMDB0240665			Pos Late	['CHEBI:165601', 'CHEBI:140753']
709	100015835	402	57516	211217	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)	1916.0	NAMED	KOCKWDDTAHPJSX-UHFFFAOYSA-N	[O-]C(CC(C[N+](C)(C)C)OC(CCCCCCCCCCCCCCCCCCCCCCCCC)=O)=O	cerotoylcarnitine (C26)*	cerotoylcarnitine (C26)*					35015992	HMDB0006347		53477828	Pos Late	['CHEBI:165602']
711	100015837	402	57518	211219	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)	1940.0	NAMED	RBFQHRALHSUPIA-SNPVRQPZSA-N	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(OC(C[N+](C)(C)C)CC([O-])=O)=O	arachidonoylcarnitine (C20:4)*	arachidonoylcarnitine (C20:4)*						HMDB0006455		136212424	Pos Late	['CHEBI:189711', 'CHEBI:73082']
713	100015839	402	57520	211221	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)	1939.0	NAMED	OLZWDVKTOGTVLC-UTJQPWESSA-N	O=C(CCCCCCCCC/C=C\C/C=C\CCCCC)OC(C[N+](C)(C)C)CC([O-])=O	dihomo-linoleoylcarnitine (C20:2)*	dihomo-linoleoylcarnitine (C20:2)*						HMDB0240747			Pos Late	['CHEBI:73119']
716	100015846	402	57531	211232	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)	1935.0	NAMED	QGIHQXKFCAACHN-SEYXRHQNSA-N	O=C(CCCCCCCCCCCCC/C=C\CCCCCCCC)OC(C[N+](C)(C)C)CC([O-])=O	nervonoylcarnitine (C24:1)*	nervonoylcarnitine (C24:1)*						HMDB0006509			Pos Late	['PUBCHEM.COMPOUND:156907995']
717	100015850	402	57528	211229	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)	1945.0	NAMED	OLORTLVEDIELGC-SNPVRQPZSA-N	O=C(OC(CC([O-])=O)C[N+](C)(C)C)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC	adrenoylcarnitine (C22:4)*	adrenoylcarnitine (C22:4)*						HMDB0240758			Pos Late	['CHEBI:73122']
718	100015851	402	57529	211230	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)	1946.0	NAMED	MJPIXACTUMSGGI-WMPRHZDHSA-N	O=C(OC(CC([O-])=O)C[N+](C)(C)C)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC	docosapentaenoylcarnitine (C22:5n3)*	docosapentaenoylcarnitine (C22:5n3)*						HMDB0240759		71464594	Pos Late	['HMDB:HMDB0240759', 'CHEBI:73123']
719	100015923	305	57776	213931	Xenobiotics	Food Component/Plant	5188.0	NAMED	BIMZLRFONYSTPT-UHFFFAOYSA-N	O=C(NCC(O)=O)C(O)=O	N-oxalyl glycine (NOG)	N-oxalyl glycine (NOG)					2338366	HMDB0255221		3080614	Polar	['CHEBI:44482']
720	100015962	400	57687	213101	Amino Acid	Lysine Metabolism	141.0	NAMED	CDLVFVFTRQPQFU-UHFFFAOYSA-N	C[N+](C)(C)CCCCC([O-])=O	N,N,N-trimethyl-5-aminovalerate	N,N,N-trimethyl-5-aminovalerate					34236878	HMDB0240732		14274897	Pos Early	['CHEBI:145234']
721	100015965	209	63152	221887	Xenobiotics	Food Component/Plant	5308.0	NAMED	WYUFTYLVLQZQNH-UHFFFAOYSA-N	CCOC1C(O)C(O)C(O)C(CO)O1	ethyl alpha-glucopyranoside	ethyl alpha-glucopyranoside				34625-23-5	378664	HMDB0242122		11127487	Neg	['UNII:AQ51A12T8K', 'PUBCHEM.COMPOUND:428040']
722	100015966	402	57635	212257	Cofactors and Vitamins	Vitamin A Metabolism	4647.0	NAMED	JKQXZKUSFCKOGQ-DKLMTRRASA-N	CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CC(O)CC2(C)C)C(C)(C)CC(O)C1	carotene diol (1)	carotene diol (1)									Pos Late	['PUBCHEM.COMPOUND:5362770']
723	100015967	402	57636	212258	Cofactors and Vitamins	Vitamin A Metabolism	4648.0	NAMED	JKQXZKUSFCKOGQ-DKLMTRRASA-N	CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CC(O)CC2(C)C)C(C)(C)CC(O)C1	carotene diol (2)	carotene diol (2)									Pos Late	['PUBCHEM.COMPOUND:5362770']
724	100015968	402	57637	212259	Cofactors and Vitamins	Vitamin A Metabolism	4649.0	NAMED	JKQXZKUSFCKOGQ-DKLMTRRASA-N	CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CC(O)CC2(C)C)C(C)(C)CC(O)C1	carotene diol (3)	carotene diol (3)									Pos Late	['PUBCHEM.COMPOUND:5362770']
725	100015971	209	57699	212775	Lipid	Corticosteroids	3395.0	NAMED	INMJYSGZRBTEOR-RXCXIKFNSA-N	O[C@H]([C@]([C@]([C@]1([H])[C@@](CC2)([H])[C@@]3([H])[C@]([C@@]2([H])C[C@@H]4OC5C(O)C(O)C(O)C(C(O)=O)O5)(CC4)C)(CC3=O)C)(CC1)O)CO	cortolone glucuronide (1)	cortolone glucuronide (1)						HMDB0010320			Neg	['CHEBI:88773']
726	100016038	400	57814	213597	Amino Acid	Polyamine Metabolism	561.0	NAMED	MQTAVJHICJWXBR-UHFFFAOYSA-N	CC(NCCCNCCCCN)=O	(N(1) + N(8))-acetylspermidine	(N(1) + N(8))-acetylspermidine						HMDB0002189,HMDB0001276	C01029,C00612	496,123689	Pos Early	['CHEBI:17927', 'CHEBI:27911']
727	100016069	402	61769	218137	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)	1928.0	NAMED	PETYOUXDCHQKTQ-QXPKXGMISA-N	CCCCCC/C=C\CCCC(O[C@@H](C[N+](C)(C)C)CC([O-])=O)=O	5-dodecenoylcarnitine (C12:1)	5-dodecenoylcarnitine (C12:1)						HMDB0241212		91825571	Pos Late	['PUBCHEM.COMPOUND:139947491', 'CHEBI:73053', 'LM:FA07070115']
728	100016110	209	61785	218163	Lipid	Fatty Acid Metabolism (Acyl Glycine)	1874.0	NAMED	WWJXRJJBIVSSNF-NSCUHMNNSA-N	OC(CN([H])C(/C=C/C)=O)=O	2-butenoylglycine	2-butenoylglycine				71428-89-2	4877902	HMDB0341232		6303498	Neg	['CHEBI:165848']
729	100019794	209	62277	219248	Lipid	Fatty Acid, Dicarboxylate	1752.0	NAMED	OZOJARPUDFLESM-UHFFFAOYSA-N	CCC(O)C1=C(C)C(C(O)=O)=C(CCC(O)=O)O1	hydroxy-CMPF*	hydroxy-CMPF*									Neg	['CHEBI:169118']
730	100019800	402	61839	218537	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)	1974.0	NAMED	MHJOYNGEDDXLLU-UHFFFAOYSA-N	CCCCCCCCCCCCCC(O)CC(OC([N+](C)(C)C)CCC([O-])=O)=O	3-hydroxypalmitoylcarnitine	3-hydroxypalmitoylcarnitine						HMDB0013336		126456228	Pos Late	['PUBCHEM.COMPOUND:126456228']
731	100019801	402	61840	218539	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)	1975.0	NAMED	YBCVTTMMURGSEY-LMLDZDDJSA-N	CCCCCCCC/C=C\CCCCCC(O)CC(O[C@@H](C[N+](C)(C)C)CC([O-])=O)=O	3-hydroxyoleoylcarnitine	3-hydroxyoleoylcarnitine					48061587	HMDB0013340		129637446	Pos Late	['PUBCHEM.COMPOUND:156908023', 'CHEBI:231314', 'CHEBI:73076']
