CHEM_ID	LIB_ID	COMP_ID	CHRO_LIB_ENTRY_ID	SUPER_PATHWAY	SUB_PATHWAY	PATHWAY_SORTORDER	TYPE	INCHIKEY	SMILES	CHEMICAL_NAME	PLOT_NAME	LIPID SPECIES LEVEL	LIPID MOLECULAR SPECIES LEVEL	LIPID SN POSITION LEVEL	CAS	CHEMSPIDER	HMDB	KEGG	PUBCHEM	PLATFORM	curies_goldstandard	invalid_ids_goldstandard
100015968	402	57637	212259	Cofactors and Vitamins	Vitamin A Metabolism	4649	NAMED	JKQXZKUSFCKOGQ-DKLMTRRASA-N	CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CC(O)CC2(C)C)C(C)(C)CC(O)C1	carotene diol (3)	carotene diol (3)									Pos Late	['INCHIKEY:JKQXZKUSFCKOGQ-DKLMTRRASA-N', 'SMILES:CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CC(O)CC2(C)C)C(C)(C)CC(O)C1']	{}
100015971	209	57699	212775	Lipid	Corticosteroids	3395	NAMED	INMJYSGZRBTEOR-RXCXIKFNSA-N	O[C@H]([C@]([C@]([C@]1([H])[C@@](CC2)([H])[C@@]3([H])[C@]([C@@]2([H])C[C@@H]4OC5C(O)C(O)C(O)C(C(O)=O)O5)(CC4)C)(CC3=O)C)(CC1)O)CO	cortolone glucuronide (1)	cortolone glucuronide (1)						HMDB0010320			Neg	['HMDB:HMDB0010320', 'INCHIKEY:INMJYSGZRBTEOR-RXCXIKFNSA-N', 'SMILES:O[C@H]([C@]([C@]([C@]1([H])[C@@](CC2)([H])[C@@]3([H])[C@]([C@@]2([H])C[C@@H]4OC5C(O)C(O)C(O)C(C(O)=O)O5)(CC4)C)(CC3=O)C)(CC1)O)CO']	{}
100016038	400	57814	213597	Amino Acid	Polyamine Metabolism	561	NAMED	MQTAVJHICJWXBR-UHFFFAOYSA-N	CC(NCCCNCCCCN)=O	(N(1) + N(8))-acetylspermidine	(N(1) + N(8))-acetylspermidine						HMDB0002189,HMDB0001276	C01029,C00612	496,123,689	Pos Early	['HMDB:HMDB0001276', 'KEGG.COMPOUND:C00612', 'SMILES:CC(NCCCNCCCCN)=O', 'INCHIKEY:MQTAVJHICJWXBR-UHFFFAOYSA-N', 'PUBCHEM.COMPOUND:496', 'KEGG.COMPOUND:C01029', 'PUBCHEM.COMPOUND:123689', 'HMDB:HMDB0002189']	{}
100016069	402	61769	218137	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)	1928	NAMED	PETYOUXDCHQKTQ-QXPKXGMISA-N	CCCCCC/C=C\CCCC(O[C@@H](C[N+](C)(C)C)CC([O-])=O)=O	5-dodecenoylcarnitine (C12:1)	5-dodecenoylcarnitine (C12:1)						HMDB0241212		91825571	Pos Late	['INCHIKEY:PETYOUXDCHQKTQ-QXPKXGMISA-N', 'PUBCHEM.COMPOUND:91825571', 'HMDB:HMDB0241212', 'SMILES:CCCCCC/C=C\\CCCC(O[C@@H](C[N+](C)(C)C)CC([O-])=O)=O']	{}
100016110	209	61785	218163	Lipid	Fatty Acid Metabolism (Acyl Glycine)	1874	NAMED	WWJXRJJBIVSSNF-NSCUHMNNSA-N	OC(CN([H])C(/C=C/C)=O)=O	2-butenoylglycine	2-butenoylglycine				71428-89-2	4877902	HMDB0341232		6303498	Neg	['HMDB:HMDB0341232', 'CAS:71428-89-2', 'PUBCHEM.COMPOUND:6303498', 'SMILES:OC(CN([H])C(/C=C/C)=O)=O', 'INCHIKEY:WWJXRJJBIVSSNF-NSCUHMNNSA-N']	{}
100019794	209	62277	219248	Lipid	Fatty Acid, Dicarboxylate	1752	NAMED	OZOJARPUDFLESM-UHFFFAOYSA-N	CCC(O)C1=C(C)C(C(O)=O)=C(CCC(O)=O)O1	hydroxy-CMPF*	hydroxy-CMPF*									Neg	['INCHIKEY:OZOJARPUDFLESM-UHFFFAOYSA-N', 'SMILES:CCC(O)C1=C(C)C(C(O)=O)=C(CCC(O)=O)O1']	{}
100019800	402	61839	218537	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)	1974	NAMED	MHJOYNGEDDXLLU-UHFFFAOYSA-N	CCCCCCCCCCCCCC(O)CC(OC([N+](C)(C)C)CCC([O-])=O)=O	3-hydroxypalmitoylcarnitine	3-hydroxypalmitoylcarnitine						HMDB0013336		126456228	Pos Late	['PUBCHEM.COMPOUND:126456228', 'INCHIKEY:MHJOYNGEDDXLLU-UHFFFAOYSA-N', 'HMDB:HMDB0013336', 'SMILES:CCCCCCCCCCCCCC(O)CC(OC([N+](C)(C)C)CCC([O-])=O)=O']	{}
100019801	402	61840	218539	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)	1975	NAMED	YBCVTTMMURGSEY-LMLDZDDJSA-N	CCCCCCCC/C=C\CCCCCC(O)CC(O[C@@H](C[N+](C)(C)C)CC([O-])=O)=O	3-hydroxyoleoylcarnitine	3-hydroxyoleoylcarnitine					48061587	HMDB0013340		129637446	Pos Late	['HMDB:HMDB0013340', 'INCHIKEY:YBCVTTMMURGSEY-LMLDZDDJSA-N', 'PUBCHEM.COMPOUND:129637446', 'SMILES:CCCCCCCC/C=C\\CCCCCC(O)CC(O[C@@H](C[N+](C)(C)C)CC([O-])=O)=O']	{}
100019831	209	62733	220257	Peptide	Acetylated Peptides	1228	NAMED	LZJXOHRONRTVRW-JTQLQIEISA-N	OC1=CC(CC(N[C@H](C(O)=O)CCC(N)=O)=O)=CC=C1	3-hydroxyphenylacetoylglutamine	3-hydroxyphenylacetoylglutamine					38532062				Neg	['SMILES:OC1=CC(CC(N[C@H](C(O)=O)CCC(N)=O)=O)=CC=C1', 'INCHIKEY:LZJXOHRONRTVRW-JTQLQIEISA-N']	{}
100019884	209	61798	218189	Lipid	Fatty Acid Metabolism (Acyl Glycine)	1857	NAMED	AAPHATPOQGNLOZ-SNAWJCMRSA-N	CCC/C=C/C(NCC(O)=O)=O	trans-2-hexenoylglycine	trans-2-hexenoylglycine					25033670				Neg	['INCHIKEY:AAPHATPOQGNLOZ-SNAWJCMRSA-N', 'SMILES:CCC/C=C/C(NCC(O)=O)=O']	{}
100019892	209	61700	218003	Lipid	Fatty Acid, Monohydroxy	2019	NAMED	CPLYLXYEVLGWFJ-UHFFFAOYSA-N	CCCCCCCCCCCCCCCCCCC(O)C(O)=O	2-hydroxyarachidate*	2-hydroxyarachidate*					4395406	HMDB0061659		5225199	Neg	['INCHIKEY:CPLYLXYEVLGWFJ-UHFFFAOYSA-N', 'PUBCHEM.COMPOUND:5225199', 'SMILES:CCCCCCCCCCCCCCCCCCC(O)C(O)=O', 'HMDB:HMDB0061659']	{}
100019957	209	61822	218242	Lipid	Endocannabinoid	2243	NAMED	CLHUCXCVFSEJRR-UHFFFAOYSA-N	CCCCCCCCCCCCCCCCCC(NC(C(O)=O)CO)=O	N-stearoylserine*	N-stearoylserine*					15545488	HMDB0241949			Neg	['HMDB:HMDB0241949', 'SMILES:CCCCCCCCCCCCCCCCCC(NC(C(O)=O)CO)=O', 'INCHIKEY:CLHUCXCVFSEJRR-UHFFFAOYSA-N']	{}
100019966	209	61843	218451	Lipid	Fatty Acid, Monohydroxy	2036	NAMED	MFBDGGFIQVOLTJ-MDZDMXLPSA-N	CCCCCCCC/C=C/CCCCCC(O)CC(O)=O	3-hydroxyoleate*	3-hydroxyoleate*									Neg	['INCHIKEY:MFBDGGFIQVOLTJ-MDZDMXLPSA-N', 'SMILES:CCCCCCCC/C=C/CCCCCC(O)CC(O)=O']	{}
100019968	305	61858	218556	Carbohydrate	Pentose Metabolism	1330	NAMED	QXKAIJAYHKCRRA-PZGQECOJSA-N	OC[C@H](O)[C@@H](O)[C@@H](O)C(O)=O	lyxonate	lyxonate						HMDB0060255			Polar	['INCHIKEY:QXKAIJAYHKCRRA-PZGQECOJSA-N', 'HMDB:HMDB0060255', 'SMILES:OC[C@H](O)[C@@H](O)[C@@H](O)C(O)=O']	{}
100019969	209	62869	220659	Lipid	Fatty Acid, Dicarboxylate	1743	NAMED	QCNWZROVPSVEJA-UHFFFAOYSA-N	OC(CCCCCCCCCCCCCCCC(O)=O)=O	heptadecanedioate (C17-DC)	heptadecanedioate (C17-DC)				2424-90-0	2340922			3083765	Neg	['PUBCHEM.COMPOUND:3083765', 'INCHIKEY:QCNWZROVPSVEJA-UHFFFAOYSA-N', 'SMILES:OC(CCCCCCCCCCCCCCCC(O)=O)=O', 'CAS:2424-90-0']	{}
100019972	209	61864	218581	Lipid	Fatty Acid, Dicarboxylate	1734	NAMED	OHCMUMNQAHNIEP-HNQUOIGGSA-N	OC(CCC/C=C/CCCCCC(O)=O)=O	dodecenedioate (C12:1-DC)*	dodecenedioate (C12:1-DC)*						HMDB0000933		5283028	Neg	['HMDB:HMDB0000933', 'SMILES:OC(CCC/C=C/CCCCCC(O)=O)=O', 'PUBCHEM.COMPOUND:5283028', 'INCHIKEY:OHCMUMNQAHNIEP-HNQUOIGGSA-N']	{}
100019975	209	61862	218579	Lipid	Fatty Acid, Dicarboxylate	1742	NAMED	IWTMSCUHCJHPPR-ACCUITESSA-N	O=C(O)CCCCCCCCCCCC/C=C/C(O)=O	hexadecenedioate (C16:1-DC)*	hexadecenedioate (C16:1-DC)*									Neg	['INCHIKEY:IWTMSCUHCJHPPR-ACCUITESSA-N', 'SMILES:O=C(O)CCCCCCCCCCCC/C=C/C(O)=O']	{}
100019978	209	61861	218578	Lipid	Fatty Acid, Dicarboxylate	1745	NAMED		O=C(O)CCCCCCC/C=C/CCCCCCCC(O)=O	octadecenedioate (C18:1-DC)	octadecenedioate (C18:1-DC)									Neg	['SMILES:O=C(O)CCCCCCC/C=C/CCCCCCCC(O)=O']	{}
100019981	305	61866	218583	Lipid	Fatty Acid, Dicarboxylate	1720	NAMED	OXQWBLJQOBXJPM-DUXPYHPUSA-N	OC(CCC/C=C/C(O)=O)=O	heptenedioate (C7:1-DC)*	heptenedioate (C7:1-DC)*						HMDB0340965,HMDB0340966			Polar	['SMILES:OC(CCC/C=C/C(O)=O)=O', 'HMDB:HMDB0340965', 'HMDB:HMDB0340966', 'INCHIKEY:OXQWBLJQOBXJPM-DUXPYHPUSA-N']	{}
100019982	209	61860	218580	Lipid	Fatty Acid, Dicarboxylate	1746	NAMED	ZKQNWTGXRAIVGG-PXELCPQFSA-N	O=C(O)CCCCCCCCCCCC/C=C/C=C/C(O)=O	octadecadienedioate (C18:2-DC)*	octadecadienedioate (C18:2-DC)*						HMDB0242188			Neg	['SMILES:O=C(O)CCCCCCCCCCCC/C=C/C=C/C(O)=O', 'HMDB:HMDB0242188', 'INCHIKEY:ZKQNWTGXRAIVGG-PXELCPQFSA-N']	{}
100020004	209	61871	218621	Lipid	Fatty Acid, Dicarboxylate	1753	NAMED	RIJDKRLRDVBUHJ-UHFFFAOYSA-N	OC(C1=C(CCC(O)=O)OC(CCCCC)=C1C)=O	3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP)**	3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP)**					168762	HMDB0061643		194501	Neg	['HMDB:HMDB0061643', 'INCHIKEY:RIJDKRLRDVBUHJ-UHFFFAOYSA-N', 'SMILES:OC(C1=C(CCC(O)=O)OC(CCCCC)=C1C)=O', 'PUBCHEM.COMPOUND:194501']	{}
100020203	400	62062	218866	Xenobiotics	Food Component/Plant	5283	NAMED	DJMIFDZBCUUQJN-NTSWFWBYSA-N	O[C@@H]1[C@H](C([O-])=O)[N+](C)(C)CC1	3-hydroxystachydrine*	3-hydroxystachydrine*					391002	HMDB0341257	C10151	46173781	Pos Early	['KEGG.COMPOUND:C10151', 'INCHIKEY:DJMIFDZBCUUQJN-NTSWFWBYSA-N', 'PUBCHEM.COMPOUND:46173781', 'HMDB:HMDB0341257', 'SMILES:O[C@@H]1[C@H](C([O-])=O)[N+](C)(C)CC1']	{}
100020204	209	62059	218862	Lipid	Fatty Acid, Amino	1802	NAMED	JJGNMSOJTSABGA-UHFFFAOYSA-N	OC(C(CCCCCC)N([H])C(C)=O)=O	N-acetyl-2-aminooctanoate*	N-acetyl-2-aminooctanoate*					86248	HMDB0059745		95555	Neg	['INCHIKEY:JJGNMSOJTSABGA-UHFFFAOYSA-N', 'PUBCHEM.COMPOUND:95555', 'HMDB:HMDB0059745', 'SMILES:OC(C(CCCCCC)N([H])C(C)=O)=O']	{}
100020205	400	62060	218876	Amino Acid	Alanine and Aspartate Metabolism	43	NAMED	ZBYVTTSIVDYQSO-REOHCLBHSA-N	O=C(O)[C@@H](N)CC(NO)=O	hydroxyasparagine**	hydroxyasparagine**					88149	HMDB0341329	C20631	15991574	Pos Early	['SMILES:O=C(O)[C@@H](N)CC(NO)=O', 'PUBCHEM.COMPOUND:15991574', 'HMDB:HMDB0341329', 'KEGG.COMPOUND:C20631', 'INCHIKEY:ZBYVTTSIVDYQSO-REOHCLBHSA-N']	{}
100020207	209	62061	218865	Xenobiotics	Food Component/Plant	5092	NAMED	DKEIWIJUHWVGRC-UHFFFAOYSA-N	O=C1C(C(O)=C2)=C(C=C2OS(=O)(O)=O)OC=C1C(C=C3)=CC=C3O	genistein sulfate*	genistein sulfate*									Neg	['SMILES:O=C1C(C(O)=C2)=C(C=C2OS(=O)(O)=O)OC=C1C(C=C3)=CC=C3O', 'INCHIKEY:DKEIWIJUHWVGRC-UHFFFAOYSA-N']	{}
100020208	209	62071	218880	Xenobiotics	Chemical	6471	NAMED	SNGREZUHAYWORS-UHFFFAOYSA-N	OC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=O	perfluorooctanoate (PFOA)	perfluorooctanoate (PFOA)				335-67-1	9180	HMDB59587		9554	Neg	['SMILES:OC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=O', 'HMDB:HMDB0059587', 'INCHIKEY:SNGREZUHAYWORS-UHFFFAOYSA-N', 'CAS:335-67-1', 'PUBCHEM.COMPOUND:9554']	{}
100020211	400	62064	218870	Lipid	Fatty Acid Metabolism (Acyl Glycine)	1877	NAMED	VMIWHQCIHIUYCS-UHFFFAOYSA-N	O=C(CC(O)C)NCC(O)=O	3-hydroxybutyroylglycine**	3-hydroxybutyroylglycine**						HMDB0094716			Pos Early	['SMILES:O=C(CC(O)C)NCC(O)=O', 'HMDB:HMDB0094716', 'INCHIKEY:VMIWHQCIHIUYCS-UHFFFAOYSA-N']	{}
100020214	209	62066	218872	Lipid	Primary Bile Acid Metabolism	3538	NAMED	ZQYUKJFJPJDMMR-PRRFOZOMSA-N	CC(C1CCC2C3[C@H]([C@H]([C@@]4(C[C@@H](CC[C@@]4(C3CC[C@]12C)C)O)[H])O)O)CCC(NCC(O)=O)=O	glyco-beta-muricholate**	glyco-beta-muricholate**									Neg	['INCHIKEY:ZQYUKJFJPJDMMR-PRRFOZOMSA-N', 'SMILES:CC(C1CCC2C3[C@H]([C@H]([C@@]4(C[C@@H](CC[C@@]4(C3CC[C@]12C)C)O)[H])O)O)CCC(NCC(O)=O)=O']	{}
100020215	400	62068	218877	Amino Acid	Urea cycle; Arginine and Proline Metabolism	522	NAMED	FMIPNAUMSPFTHK-UHFFFAOYSA-N	OC1CN(C)C(C(O)=O)C1	N-methylhydroxyproline**	N-methylhydroxyproline**								9860390	Pos Early	['SMILES:OC1CN(C)C(C(O)=O)C1', 'PUBCHEM.COMPOUND:9860390', 'INCHIKEY:FMIPNAUMSPFTHK-UHFFFAOYSA-N']	{}
100020217	400	62947	220818	Amino Acid	Urea cycle; Arginine and Proline Metabolism	529	NAMED	KXONJPJIFNGMCN-UHFFFAOYSA-N	O=C(C([N+](C)(C)C)C)N1CCCC1C([O-])=O	N,N,N-trimethyl-alanylproline betaine (TMAP)	N,N,N-trimethyl-alanylproline betaine (TMAP)						HMDB0240365			Pos Early	['SMILES:O=C(C([N+](C)(C)C)C)N1CCCC1C([O-])=O', 'HMDB:HMDB0240365', 'INCHIKEY:KXONJPJIFNGMCN-UHFFFAOYSA-N']	{}
100020219	400	62863	220648	Xenobiotics	Food Component/Plant	5003	NAMED	OLNJUISKUQQNIM-UHFFFAOYSA-N	O=CC1=CNC2=CC=CC=C12	3-formylindole	3-formylindole				487-89-8	9838	HMDB0029737	C08493	10256	Pos Early	['INCHIKEY:OLNJUISKUQQNIM-UHFFFAOYSA-N', 'CAS:487-89-8', 'SMILES:O=CC1=CNC2=CC=CC=C12', 'PUBCHEM.COMPOUND:10256', 'KEGG.COMPOUND:C08493', 'HMDB:HMDB0029737']	{}
100020227	209	62087	218912	Peptide	Modified Peptides	1242	NAMED	YIJVJUARZXCJJP-WHFBIAKZSA-N	O=C([C@H](CC1)N([H])C1=O)N([H])[C@H](C(O)=O)C	pyroglutamylalanine*	pyroglutamylalanine*					140586	HMDB0341378		159907	Neg	['HMDB:HMDB0341378', 'INCHIKEY:YIJVJUARZXCJJP-WHFBIAKZSA-N', 'PUBCHEM.COMPOUND:159907', 'SMILES:O=C([C@H](CC1)N([H])C1=O)N([H])[C@H](C(O)=O)C']	{}
100020230	209	62090	218915	Peptide	Modified Peptides	1253	NAMED	PFEJJYZYEFRQEA-UHFFFAOYSA-N	O=C1CCC(C(N2CCCC2C(O)=O)=O)N1	pyroglutamylproline*	pyroglutamylproline*									Neg	['SMILES:O=C1CCC(C(N2CCCC2C(O)=O)=O)N1', 'INCHIKEY:PFEJJYZYEFRQEA-UHFFFAOYSA-N']	{}
100020234	209	62096	218935	Peptide	Modified Peptides	1249	NAMED	XXSAFGVAPGOYNT-UHFFFAOYSA-N	O=C1CCC(C(NC(CC(C)C)C(O)=O)=O)N1	pyroglutamylleucine*	pyroglutamylleucine*								152417	Neg	['PUBCHEM.COMPOUND:152417', 'SMILES:O=C1CCC(C(NC(CC(C)C)C(O)=O)=O)N1', 'INCHIKEY:XXSAFGVAPGOYNT-UHFFFAOYSA-N']	{}
100020235	209	62094	218933	Peptide	Modified Peptides	1248	NAMED	MKCVLTRITQNGQI-UHFFFAOYSA-N	O=C1CCC(C(NC(C(C)CC)C(O)=O)=O)N1	pyroglutamylisoleucine*	pyroglutamylisoleucine*								21405068	Neg	['PUBCHEM.COMPOUND:21405068', 'INCHIKEY:MKCVLTRITQNGQI-UHFFFAOYSA-N', 'SMILES:O=C1CCC(C(NC(C(C)CC)C(O)=O)=O)N1']	{}
100020241	400	62104	218950	Peptide	Gamma-glutamyl Amino Acid	669	NAMED	SCTJBDDLOROJJM-UHFFFAOYSA-N	NC(C(O)=O)CCC(NC(CCCNC(N)=O)C(O)=O)=O	gamma-glutamylcitrulline*	gamma-glutamylcitrulline*									Pos Early	['SMILES:NC(C(O)=O)CCC(NC(CCCNC(N)=O)C(O)=O)=O', 'INCHIKEY:SCTJBDDLOROJJM-UHFFFAOYSA-N']	{}
100020343	209	62850	220619	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	1596	NAMED	HXHZGHRLVRFQDR-HZJYTTRNSA-N	OC(CCC/C=C\C/C=C\CCCCC)=O	tetradecadienoate (14:2)*	tetradecadienoate (14:2)*				39039-37-7	4471834	HMDB0000560		5312409	Neg	['CAS:39039-37-7', 'INCHIKEY:HXHZGHRLVRFQDR-HZJYTTRNSA-N', 'PUBCHEM.COMPOUND:5312409', 'SMILES:OC(CCC/C=C\\C/C=C\\CCCCC)=O', 'HMDB:HMDB0000560']	{}
100020351	209	62852	220621	Amino Acid	Leucine, Isoleucine and Valine Metabolism	427	NAMED	JDXMIYHOSFNZKO-UHFFFAOYSA-N	OC(C(C(C)C)NC(N)=O)=O	N-carbamoylvaline	N-carbamoylvaline				26081-00-5	4324497			448879	Neg	['CAS:26081-00-5', 'SMILES:OC(C(C(C)C)NC(N)=O)=O', 'INCHIKEY:JDXMIYHOSFNZKO-UHFFFAOYSA-N', 'PUBCHEM.COMPOUND:448879']	{}
100020360	209	62955	220839	Amino Acid	Tryptophan Metabolism	287	NAMED	BXZSKDOPGDPDEG-UHFFFAOYSA-N	OC1=CC(C(O)=O)=NC(C1=CC=C2)=C2OC	8-methoxykynurenate	8-methoxykynurenate				2929-14-8	68710	HMDB0060426	C05830	76230	Neg	['SMILES:OC1=CC(C(O)=O)=NC(C1=CC=C2)=C2OC', 'CAS:2929-14-8', 'PUBCHEM.COMPOUND:76230', 'INCHIKEY:BXZSKDOPGDPDEG-UHFFFAOYSA-N', 'KEGG.COMPOUND:C05830', 'HMDB:HMDB0060426']	{}
100020361	400	62853	220624	Amino Acid	Urea cycle; Arginine and Proline Metabolism	499	NAMED	YCCMTCQQDULIFE-UHFFFAOYSA-N	NC1CCCNC1=O	3-amino-2-piperidone	3-amino-2-piperidone				1892-22-4	4371576	HMDB0000323		5200225	Pos Early	['SMILES:NC1CCCNC1=O', 'INCHIKEY:YCCMTCQQDULIFE-UHFFFAOYSA-N', 'HMDB:HMDB0000323', 'CAS:1892-22-4', 'PUBCHEM.COMPOUND:5200225']	{}
100020371	400	63151	221884	Amino Acid	Alanine and Aspartate Metabolism	33	NAMED	QCYOIFVBYZNUNW-BYPYZUCNSA-N	C[C@@](C(O)=O)(N(C)C)[H]	N,N-dimethylalanine	N,N-dimethylalanine				2812-31-9	4589713			5488191	Pos Early	['INCHIKEY:QCYOIFVBYZNUNW-BYPYZUCNSA-N', 'CAS:2812-31-9', 'SMILES:C[C@@](C(O)=O)(N(C)C)[H]', 'PUBCHEM.COMPOUND:5488191']	{}
100020372	209	63583	222852	Xenobiotics	Food Component/Plant	5433	NAMED	DWLVFWDCSFTDOD-UHFFFAOYSA-N	OC(C(C1=CNC2=C1C=CC=C2)=O)=O	3-indoleglyoxylic acid	3-indoleglyoxylic acid				1477-49-2	66497	HMDB0242143		73863	Neg	['CAS:1477-49-2', 'PUBCHEM.COMPOUND:73863', 'HMDB:HMDB0242143', 'SMILES:OC(C(C1=CNC2=C1C=CC=C2)=O)=O', 'INCHIKEY:DWLVFWDCSFTDOD-UHFFFAOYSA-N']	{}
100020373	209	62885	220736	Xenobiotics	Chemical	6476	NAMED	KGRVJHAUYBGFFP-UHFFFAOYSA-N	CC1=CC(C(C)(C)C)=C(C(CC2=C(C(C(C)(C)C)=CC(C)=C2)O)=C1)O	2,2'-methylenebis(6-tert-butyl-p-cresol)	2,2'-methylenebis(6-tert-butyl-p-cresol)				119-47-1	8092	HMDB0244434		8398	Neg	['PUBCHEM.COMPOUND:8398', 'HMDB:HMDB0244434', 'INCHIKEY:KGRVJHAUYBGFFP-UHFFFAOYSA-N', 'SMILES:CC1=CC(C(C)(C)C)=C(C(CC2=C(C(C(C)(C)C)=CC(C)=C2)O)=C1)O', 'CAS:119-47-1']	{}
100020377	209	64131	233912	Xenobiotics	Food Component/Plant	5443	NAMED	WYUFTYLVLQZQNH-JAJWTYFOSA-N	O[C@H]([C@H]1O)[C@@H]([C@@H](CO)O[C@H]1OCC)O	ethyl beta-glucopyranoside	ethyl beta-glucopyranoside					108559	HMDB0029968		121667	Neg	['SMILES:O[C@H]([C@H]1O)[C@@H]([C@@H](CO)O[C@H]1OCC)O', 'HMDB:HMDB0029968', 'INCHIKEY:WYUFTYLVLQZQNH-JAJWTYFOSA-N', 'PUBCHEM.COMPOUND:121667']	{}
100020407	209	64041	233186	Xenobiotics	Food Component/Plant	5106	NAMED	CGSFDOCYHBJLFW-WMLDXEAASA-N	O=C([C@@]1(CC2=CC(OS(=O)(O)=O)=CC=C2)[H])OC[C@@]1(CC3=CC(O)=CC=C3)[H]	enterolactone sulfate	enterolactone sulfate						HMDB0240506,HMDB0240505			Neg	['HMDB:HMDB0240505', 'HMDB:HMDB0240506', 'INCHIKEY:CGSFDOCYHBJLFW-WMLDXEAASA-N', 'SMILES:O=C([C@@]1(CC2=CC(OS(=O)(O)=O)=CC=C2)[H])OC[C@@]1(CC3=CC(O)=CC=C3)[H]']	{}
100020409	305	63687	223113	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	4565	NAMED	FBFZPSQPKNIVMT-ZAFYKAAXSA-N	O=C1O[C@@]([C@@H](O)CO)([H])C(OS(=O)(O)=O)=C1O	ascorbic acid 3-sulfate*	ascorbic acid 3-sulfate*					9600241	HMDB0240641		11425365	Polar	['HMDB:HMDB0240641', 'INCHIKEY:FBFZPSQPKNIVMT-ZAFYKAAXSA-N', 'PUBCHEM.COMPOUND:11425365', 'SMILES:O=C1O[C@@]([C@@H](O)CO)([H])C(OS(=O)(O)=O)=C1O']	{}
100020410	209	62530	219863	Xenobiotics	Benzoate Metabolism	4685	NAMED	SBLCKJXUMHOIBU-UHFFFAOYSA-N	O=C(NCC(O)=O)C1=CC(OS(=O)(O)=O)=CC=C1	3-hydroxyhippurate sulfate	3-hydroxyhippurate sulfate					161984			186339	Neg	['SMILES:O=C(NCC(O)=O)C1=CC(OS(=O)(O)=O)=CC=C1', 'INCHIKEY:SBLCKJXUMHOIBU-UHFFFAOYSA-N', 'PUBCHEM.COMPOUND:186339']	{}
100020414	209	62503	219798	Amino Acid	Tryptophan Metabolism	335	NAMED	OAORYCZPERQARS-UHFFFAOYSA-N	Brc1ccc2c(CC(N)C(O)=O)c[nH]c2c1	6-bromotryptophan	6-bromotryptophan						HMDB0242168		9856996	Neg	['HMDB:HMDB0242168', 'INCHIKEY:OAORYCZPERQARS-UHFFFAOYSA-N', 'SMILES:Brc1ccc2c(CC(N)C(O)=O)c[nH]c2c1', 'PUBCHEM.COMPOUND:9856996']	{}
100020416	209	62287	219260	Cofactors and Vitamins	Tocopherol Metabolism	4592	NAMED	BNVXCCQXUZCRSR-UHFFFAOYSA-N	OC1=CC2=C(C(C)=C1)OC(CCC(O)=O)(C)CC2	delta-CEHC	delta-CEHC				84599-16-6	9710906	HMDB0242106		35027084	Neg	['PUBCHEM.COMPOUND:35027084', 'SMILES:OC1=CC2=C(C(C)=C1)OC(CCC(O)=O)(C)CC2', 'CAS:84599-16-6', 'INCHIKEY:BNVXCCQXUZCRSR-UHFFFAOYSA-N', 'HMDB:HMDB0242106']	{}
100020417	400	62862	220645	Amino Acid	Lysine Metabolism	118	NAMED	XXEWFEBMSGLYBY-ZETCQYMHSA-N	OC([C@@H](N)CCCCN(C)C)=O	N6,N6-dimethyllysine	N6,N6-dimethyllysine				2259-86-1	167778	HMDB0013287	C05545	193344	Pos Early	['KEGG.COMPOUND:C05545', 'INCHIKEY:XXEWFEBMSGLYBY-ZETCQYMHSA-N', 'HMDB:HMDB0013287', 'PUBCHEM.COMPOUND:193344', 'SMILES:OC([C@@H](N)CCCCN(C)C)=O', 'CAS:2259-86-1']	{}
100020478	209	62276	219247	Lipid	Fatty Acid, Dicarboxylate	1735	NAMED	QHRHXXRXWDTFLI-HZJYTTRNSA-N	CCCCC/C=C\C/C=C\CC(O)=O	dodecadienoate (12:2)*	dodecadienoate (12:2)*						HMDB0302621		25480	Neg	['HMDB:HMDB0302621', 'INCHIKEY:QHRHXXRXWDTFLI-HZJYTTRNSA-N', 'SMILES:CCCCC/C=C\\C/C=C\\CC(O)=O', 'PUBCHEM.COMPOUND:25480']	{}
100020479	400	62279	219252	Amino Acid	Tryptophan Metabolism	327	NAMED	PBMNAYVZYLZVKC-UHFFFAOYSA-N	O=C(OC(C[N+](C)(C)C)CC([O-])=O)CC1=CNC2=CC=CC=C12	indoleacetoylcarnitine*	indoleacetoylcarnitine*									Pos Early	['INCHIKEY:PBMNAYVZYLZVKC-UHFFFAOYSA-N', 'SMILES:O=C(OC(C[N+](C)(C)C)CC([O-])=O)CC1=CNC2=CC=CC=C12']	{}
